#Easting Northing Elev. Mass/Area  [-4->-3) [-3->-2) [-2->-1) [-1->0) [0->1) [1->2) [2->3) [3->4) 
527029 1385727 300 9.4 1.1e-10 3.5e-07 0.00024 0.22 13 57 29 1.4 
526812 1385852 300 7.4 1.2e-11 6.5e-08 7.2e-05 0.12 10 55 32 1.8 
526592 1385980 300 5.8 1.1e-12 1.1e-08 2.0e-05 0.060 7.9 54 36 2.1 
526366 1386110 300 4.5 9.1e-14 1.7e-09 5.2e-06 0.029 5.9 51 40 2.6 
526137 1386242 300 3.5 6.3e-15 2.2e-10 1.2e-06 0.014 4.3 48 44 3.1 
525903 1386377 300 2.8 3.7e-16 2.6e-11 2.6e-07 0.0060 3.1 45 49 3.8 
525665 1386515 300 2.1 1.8e-17 2.7e-12 5.0e-08 0.0025 2.1 41 53 4.5 
525422 1386655 300 1.7 7.3e-19 2.4e-13 8.6e-09 0.00098 1.4 37 56 5.4 
525176 1386797 300 1.3 2.5e-20 1.9e-14 1.3e-09 0.00036 0.92 33 60 6.5 
524924 1386942 300 0.99 7.1e-22 1.3e-15 1.9e-10 0.00012 0.58 28 63 7.7 
524669 1387090 300 0.76 1.6e-23 7.2e-17 2.3e-11 4.0e-05 0.35 24 66 9.0 
524409 1387240 300 0.58 3.0e-25 3.5e-18 2.6e-12 1.2e-05 0.21 21 68 11 
524145 1387392 300 0.44 4.6e-27 1.5e-19 2.5e-13 3.3e-06 0.12 17 70 12 
523877 1387547 300 0.34 5.6e-29 5.1e-21 2.2e-14 8.5e-07 0.064 14 71 15 
523604 1387705 300 0.26 5.4e-31 1.5e-22 1.6e-15 2.0e-07 0.033 11 72 17 
523327 1387865 300 0.19 4.1e-33 3.6e-24 1.1e-16 4.4e-08 0.017 9.0 72 19 
523045 1388027 300 0.15 2.4e-35 7.2e-26 5.9e-18 8.8e-09 0.0080 7.0 71 22 
522759 1388192 300 0.11 1.1e-37 1.2e-27 2.9e-19 1.6e-09 0.0037 5.3 69 26 
522469 1388360 300 0.083 4.0e-40 1.6e-29 1.2e-20 2.7e-10 0.0016 4.0 67 29 
522175 1388530 300 0.062 1.1e-42 1.7e-31 4.3e-22 4.1e-11 0.00066 2.9 64 33 
521876 1388702 300 0.046 2.2e-45 1.5e-33 1.3e-23 5.6e-12 0.00026 2.1 61 37 
521573 1388877 300 0.034 3.4e-48 1.1e-35 3.4e-25 6.9e-13 9.8e-05 1.4 57 42 
521265 1389055 300 0.025 3.8e-51 5.9e-38 7.2e-27 7.6e-14 3.4e-05 0.97 53 46 
520954 1389235 300 0.019 3.3e-54 2.6e-40 1.3e-28 7.6e-15 1.1e-05 0.64 48 51 
520638 1389417 300 0.014 2.0e-57 9.0e-43 1.9e-30 6.7e-16 3.6e-06 0.41 43 57 
520317 1389602 300 0.010 8.8e-61 2.4e-45 2.4e-32 5.2e-17 1.0e-06 0.25 38 62 
519992 1389790 300 0.0077 2.7e-64 4.8e-48 2.4e-34 3.5e-18 2.8e-07 0.15 33 67 
519663 1389980 300 0.0058 6.1e-68 7.4e-51 1.9e-36 2.1e-19 7.1e-08 0.087 28 72 
519330 1390172 300 0.0043 9.6e-72 8.8e-54 1.3e-38 1.1e-20 1.7e-08 0.048 23 77 
518992 1390367 300 0.0032 1.0e-75 7.7e-57 6.7e-41 5.2e-22 3.6e-09 0.026 19 81 
518650 1390565 300 0.0024 7.5e-80 5.0e-60 2.8e-43 2.0e-23 7.2e-10 0.013 15 85 
518304 1390765 300 0.0019 3.8e-84 2.5e-63 9.4e-46 7.0e-25 1.3e-10 0.0065 12 88 
517953 1390967 300 0.0014 1.3e-88 8.7e-67 2.5e-48 2.0e-26 2.2e-11 0.0031 8.8 91 
517598 1391172 300 0.0011 2.9e-93 2.2e-70 5.1e-51 5.1e-28 3.4e-12 0.0014 6.5 93 
517238 1391380 300 0.00082 4.2e-98 4.1e-74 8.1e-54 1.1e-29 4.8e-13 0.00060 4.7 95 
516875 1391590 300 0.00063 4.1e-103 5.5e-78 1.0e-56 2.0e-31 6.1e-14 0.00025 3.3 97 
516507 1391802 300 0.00049 2.6e-108 5.2e-82 9.8e-60 3.1e-33 7.2e-15 9.6e-05 2.2 98 
516134 1392017 300 0.00037 1.0e-113 3.4e-86 7.1e-63 4.0e-35 7.6e-16 3.6e-05 1.5 99 
515758 1392235 300 0.00029 2.6e-119 1.6e-90 4.0e-66 4.4e-37 7.3e-17 1.3e-05 0.97 99 
515377 1392455 300 0.00022 4.1e-125 5.2e-95 1.7e-69 4.1e-39 6.4e-18 4.3e-06 0.61 99 
514991 1392677 300 0.00017 4.0e-131 1.2e-99 5.4e-73 3.1e-41 5.0e-19 1.4e-06 0.38 1.0e+02 
514601 1392902 300 0.00013 2.4e-137 1.7e-104 1.3e-76 2.0e-43 3.5e-20 4.3e-07 0.23 1.0e+02 
514207 1393130 300 0.00010 8.7e-144 1.8e-109 2.3e-80 1.0e-45 2.2e-21 1.2e-07 0.13 1.0e+02 
513809 1393360 300 7.6e-05 1.9e-150 1.2e-114 3.0e-84 4.6e-48 1.3e-22 3.4e-08 0.074 1.0e+02 
513406 1393592 300 5.8e-05 2.6e-157 5.7e-120 2.9e-88 1.6e-50 6.6e-24 8.8e-09 0.041 1.0e+02 
512999 1393827 300 4.4e-05 2.0e-164 1.7e-125 2.0e-92 4.8e-53 3.0e-25 2.2e-09 0.022 1.0e+02 
512588 1394065 300 3.4e-05 8.9e-172 3.5e-131 1.0e-96 1.1e-55 1.2e-26 5.0e-10 0.011 1.0e+02 
512172 1394305 300 2.6e-05 2.3e-179 4.4e-137 3.6e-101 2.2e-58 4.4e-28 1.1e-10 0.0056 1.0e+02 
511752 1394547 300 1.9e-05 3.3e-187 3.7e-143 9.5e-106 3.5e-61 1.4e-29 2.2e-11 0.0027 1.0e+02 
511328 1394792 300 1.5e-05 2.8e-195 2.0e-149 1.7e-110 4.4e-64 4.0e-31 4.2e-12 0.0013 1.0e+02 
510899 1395040 300 1.1e-05 1.2e-203 6.4e-156 2.2e-115 4.4e-67 9.8e-33 7.6e-13 0.00059 1.0e+02 
510466 1395290 300 8.1e-06 3.1e-212 1.3e-162 2.0e-120 3.5e-70 2.1e-34 1.3e-13 0.00026 1.0e+02 
510029 1395542 300 6.1e-06 4.2e-221 1.7e-169 1.3e-125 2.2e-73 4.1e-36 2.0e-14 0.00011 1.0e+02 
509587 1395797 300 4.5e-06 3.0e-230 1.3e-176 5.4e-131 1.1e-76 6.8e-38 2.9e-15 4.5e-05 1.0e+02 
509141 1396055 300 3.3e-06 1.1e-239 6.3e-184 1.6e-136 4.3e-80 9.9e-40 4.0e-16 1.8e-05 1.0e+02 
508691 1396315 300 2.4e-06 2.3e-249 1.8e-191 3.2e-142 1.3e-83 1.3e-41 5.0e-17 6.8e-06 1.0e+02 
508236 1396577 300 1.8e-06 2.3e-259 3.1e-199 4.3e-148 3.2e-87 1.4e-43 5.9e-18 2.5e-06 1.0e+02 
507777 1396842 300 1.3e-06 1.2e-269 3.1e-207 3.8e-154 5.9e-91 1.3e-45 6.5e-19 8.8e-07 1.0e+02 
507314 1397110 300 9.3e-07 3.2e-280 1.8e-215 2.3e-160 8.5e-95 1.1e-47 6.5e-20 3.0e-07 1.0e+02 
506846 1397380 300 6.7e-07 4.0e-291 6.1e-224 8.8e-167 9.2e-99 7.6e-50 6.1e-21 9.7e-08 1.0e+02 
506374 1397652 300 4.8e-07 2.6e-302 1.2e-232 2.3e-173 7.7e-103 4.6e-52 5.2e-22 3.0e-08 1.0e+02 
505898 1397927 300 3.4e-07 8.0e-314 1.3e-241 3.8e-180 4.9e-107 2.4e-54 4.1e-23 9.1e-09 1.0e+02 
505417 1398205 300 2.4e-07 0.0 7.9e-251 3.9e-187 2.3e-111 1.0e-56 3.0e-24 2.6e-09 1.0e+02 
504932 1398485 300 1.7e-07 0.0 2.7e-260 2.7e-194 8.4e-116 3.9e-59 2.0e-25 7.2e-10 1.0e+02 
504443 1398767 300 1.1e-07 0.0 5.1e-270 1.2e-201 2.3e-120 1.3e-61 1.2e-26 1.9e-10 1.0e+02 
503949 1399052 300 7.9e-08 0.0 5.1e-280 3.1e-209 4.6e-125 3.4e-64 7.0e-28 4.8e-11 1.0e+02 
503451 1399340 300 5.3e-08 0.0 2.7e-290 5.2e-217 6.7e-130 7.6e-67 3.6e-29 1.1e-11 1.0e+02 
502949 1399630 300 3.6e-08 0.0 7.9e-301 5.4e-225 7.4e-135 1.5e-69 1.7e-30 2.6e-12 1.0e+02 
502442 1399922 300 2.4e-08 0.0 1.2e-311 3.4e-233 6.0e-140 2.3e-72 7.3e-32 5.7e-13 1.0e+02 
501931 1400217 300 1.6e-08 0.0 0.0 1.3e-241 3.5e-145 3.1e-75 2.9e-33 1.2e-13 1.0e+02 
501416 1400515 300 1.0e-08 0.0 0.0 3.1e-250 1.5e-150 3.5e-78 1.0e-34 2.4e-14 1.0e+02 
500897 1400815 300 6.7e-09 0.0 0.0 4.3e-259 4.6e-156 3.3e-81 3.3e-36 4.5e-15 1.0e+02 
500373 1401117 300 4.3e-09 0.0 0.0 3.6e-268 1.0e-161 2.5e-84 9.7e-38 8.0e-16 1.0e+02 
499844 1401422 300 2.7e-09 0.0 0.0 1.7e-277 1.6e-167 1.6e-87 2.6e-39 1.4e-16 1.0e+02 
499312 1401730 300 1.7e-09 0.0 0.0 4.8e-287 1.8e-173 8.3e-91 6.2e-41 2.2e-17 1.0e+02 
498775 1402040 300 1.0e-09 0.0 0.0 7.7e-297 1.4e-179 3.6e-94 1.3e-42 3.4e-18 1.0e+02 
498234 1402352 300 6.3e-10 0.0 0.0 7.3e-307 7.7e-186 1.3e-97 2.6e-44 4.9e-19 1.0e+02 
497688 1402667 300 3.8e-10 0.0 0.0 0.0 3.0e-192 3.6e-101 4.6e-46 6.7e-20 1.0e+02 
497138 1402985 300 2.2e-10 0.0 0.0 0.0 7.8e-199 8.4e-105 7.2e-48 8.7e-21 1.0e+02 
496584 1403305 300 1.3e-10 0.0 0.0 0.0 1.5e-205 1.6e-108 1.0e-49 1.1e-21 1.0e+02 
496025 1403627 300 7.5e-11 0.0 0.0 0.0 1.8e-212 2.4e-112 1.3e-51 1.2e-22 1.0e+02 
495462 1403952 300 4.2e-11 0.0 0.0 0.0 1.6e-219 3.0e-116 1.4e-53 1.3e-23 1.0e+02 
494895 1404280 300 2.3e-11 0.0 0.0 0.0 9.3e-227 2.9e-120 1.4e-55 1.4e-24 1.0e+02 
494323 1404610 300 1.3e-11 0.0 0.0 0.0 3.6e-234 2.3e-124 1.3e-57 1.3e-25 1.0e+02 
493748 1404942 300 7.0e-12 0.0 0.0 0.0 9.9e-242 1.5e-128 1.0e-59 1.2e-26 1.0e+02 
493167 1405277 300 3.7e-12 0.0 0.0 0.0 1.7e-249 7.3e-133 7.2e-62 1.1e-27 1.0e+02 
492583 1405615 300 1.9e-12 0.0 0.0 0.0 2.0e-257 2.9e-137 4.5e-64 8.5e-29 1.0e+02 
491994 1405955 300 9.9e-13 0.0 0.0 0.0 1.5e-265 9.0e-142 2.5e-66 6.4e-30 1.0e+02 
491401 1406297 300 5.0e-13 0.0 0.0 0.0 7.8e-274 2.2e-146 1.2e-68 4.6e-31 1.0e+02 
490803 1406642 300 2.5e-13 0.0 0.0 0.0 2.5e-282 4.3e-151 5.1e-71 3.0e-32 1.0e+02 
490201 1406990 300 1.2e-13 0.0 0.0 0.0 5.3e-291 6.4e-156 1.9e-73 1.9e-33 1.0e+02 
489595 1407340 300 5.7e-14 0.0 0.0 0.0 7.1e-300 7.5e-161 6.4e-76 1.1e-34 1.0e+02 
488984 1407692 300 2.7e-14 0.0 0.0 0.0 0.0 6.8e-166 1.8e-78 5.9e-36 1.0e+02 
488370 1408047 300 1.2e-14 0.0 0.0 0.0 0.0 4.8e-171 4.7e-81 3.0e-37 1.0e+02 
487750 1408405 300 5.5e-15 0.0 0.0 0.0 0.0 2.6e-176 1.0e-83 1.4e-38 1.0e+02 
487127 1408765 300 2.4e-15 0.0 0.0 0.0 0.0 1.1e-181 2.0e-86 6.2e-40 1.0e+02 
486499 1409127 300 1.0e-15 0.0 0.0 0.0 0.0 3.4e-187 3.3e-89 2.5e-41 1.0e+02 
485867 1409492 300 4.4e-16 0.0 0.0 0.0 0.0 8.1e-193 4.8e-92 9.7e-43 1.0e+02 
485230 1409860 300 1.8e-16 0.0 0.0 0.0 0.0 1.5e-198 5.9e-95 3.4e-44 1.0e+02 
484589 1410230 300 7.3e-17 0.0 0.0 0.0 0.0 2.0e-204 6.4e-98 1.1e-45 1.0e+02 
483944 1410602 300 2.9e-17 0.0 0.0 0.0 0.0 2.1e-210 6.0e-101 3.3e-47 1.0e+02 
483295 1410977 300 1.1e-17 0.0 0.0 0.0 0.0 1.6e-216 4.8e-104 9.4e-49 1.0e+02 
482641 1411355 300 4.1e-18 0.0 0.0 0.0 0.0 9.4e-223 3.3e-107 2.4e-50 1.0e+02 
481983 1411735 300 1.5e-18 0.0 0.0 0.0 0.0 4.1e-229 2.0e-110 5.7e-52 1.0e+02 
481320 1412117 300 5.5e-19 0.0 0.0 0.0 0.0 1.3e-235 9.9e-114 1.3e-53 1.0e+02 
480653 1412502 300 1.9e-19 0.0 0.0 0.0 0.0 3.1e-242 4.3e-117 2.5e-55 1.0e+02 
479982 1412890 300 6.5e-20 0.0 0.0 0.0 0.0 5.3e-249 1.6e-120 4.7e-57 1.0e+02 
479307 1413280 300 2.2e-20 0.0 0.0 0.0 0.0 6.8e-256 4.9e-124 8.1e-59 1.0e+02 
478627 1413672 300 7.1e-21 0.0 0.0 0.0 0.0 6.3e-263 1.3e-127 1.3e-60 1.0e+02 
477943 1414067 300 2.2e-21 0.0 0.0 0.0 0.0 4.2e-270 2.9e-131 1.8e-62 1.0e+02 
477254 1414465 300 6.9e-22 0.0 0.0 0.0 0.0 2.0e-277 5.4e-135 2.4e-64 1.0e+02 
476561 1414865 300 2.1e-22 0.0 0.0 0.0 0.0 7.1e-285 8.6e-139 2.8e-66 1.0e+02 
475864 1415267 300 6.0e-23 0.0 0.0 0.0 0.0 1.8e-292 1.1e-142 3.1e-68 1.0e+02 
475163 1415672 300 1.7e-23 0.0 0.0 0.0 0.0 0.0 1.3e-146 3.1e-70 1.0e+02 
474457 1416080 300 4.7e-24 0.0 0.0 0.0 0.0 0.0 1.2e-150 2.8e-72 1.0e+02 
473747 1416490 300 1.3e-24 0.0 0.0 0.0 0.0 0.0 9.4e-155 2.3e-74 1.0e+02 
473032 1416902 300 3.3e-25 0.0 0.0 0.0 0.0 0.0 6.1e-159 1.7e-76 1.0e+02 
472313 1417317 300 8.5e-26 0.0 0.0 0.0 0.0 0.0 3.3e-163 1.2e-78 1.0e+02 
471590 1417735 300 2.1e-26 0.0 0.0 0.0 0.0 0.0 1.5e-167 7.1e-81 1.0e+02 
470863 1418155 300 5.0e-27 0.0 0.0 0.0 0.0 0.0 5.4e-172 3.9e-83 1.0e+02 
470131 1418577 300 1.2e-27 0.0 0.0 0.0 0.0 0.0 1.6e-176 2.0e-85 1.0e+02 
469395 1419002 300 2.7e-28 0.0 0.0 0.0 0.0 0.0 4.1e-181 8.8e-88 1.0e+02 
468654 1419430 300 5.9e-29 0.0 0.0 0.0 0.0 0.0 8.2e-186 3.5e-90 1.0e+02 
467910 1419860 300 1.3e-29 0.0 0.0 0.0 0.0 0.0 1.4e-190 1.3e-92 1.0e+02 
467161 1420292 300 2.7e-30 0.0 0.0 0.0 0.0 0.0 1.9e-195 4.2e-95 1.0e+02 
466407 1420727 300 5.4e-31 0.0 0.0 0.0 0.0 0.0 2.1e-200 1.2e-97 1.0e+02 
465649 1421165 300 1.1e-31 0.0 0.0 0.0 0.0 0.0 1.8e-205 3.1e-100 1.0e+02 
464887 1421605 300 2.0e-32 0.0 0.0 0.0 0.0 0.0 1.3e-210 7.2e-103 1.0e+02 
464121 1422047 300 3.8e-33 0.0 0.0 0.0 0.0 0.0 7.8e-216 1.5e-105 1.0e+02 
463350 1422492 300 6.8e-34 0.0 0.0 0.0 0.0 0.0 3.6e-221 2.7e-108 1.0e+02 
462575 1422940 300 1.2e-34 0.0 0.0 0.0 0.0 0.0 1.4e-226 4.4e-111 1.0e+02 
461796 1423390 300 2.1e-35 0.0 0.0 0.0 0.0 0.0 4.1e-232 6.3e-114 1.0e+02 
461012 1423842 300 3.4e-36 0.0 0.0 0.0 0.0 0.0 9.8e-238 8.0e-117 1.0e+02 
460224 1424297 300 5.5e-37 0.0 0.0 0.0 0.0 0.0 1.9e-243 9.0e-120 1.0e+02 
459431 1424755 300 8.5e-38 0.0 0.0 0.0 0.0 0.0 2.8e-249 8.9e-123 1.0e+02 
458635 1425215 300 1.3e-38 0.0 0.0 0.0 0.0 0.0 3.3e-255 7.8e-126 1.0e+02 
457833 1425677 300 1.9e-39 0.0 0.0 0.0 0.0 0.0 3.1e-261 6.0e-129 1.0e+02 
457028 1426142 300 2.7e-40 0.0 0.0 0.0 0.0 0.0 2.3e-267 4.1e-132 1.0e+02 
456218 1426610 300 3.6e-41 0.0 0.0 0.0 0.0 0.0 1.4e-273 2.4e-135 1.0e+02 
455404 1427080 300 4.8e-42 0.0 0.0 0.0 0.0 0.0 6.2e-280 1.3e-138 1.0e+02 
454586 1427552 300 6.1e-43 0.0 0.0 0.0 0.0 0.0 0.0 5.8e-142 1.0e+02 
453763 1428027 300 7.4e-44 0.0 0.0 0.0 0.0 0.0 0.0 2.3e-145 1.0e+02 
452936 1428505 300 8.7e-45 0.0 0.0 0.0 0.0 0.0 0.0 8.3e-149 1.0e+02 
452105 1428985 300 9.9e-46 0.0 0.0 0.0 0.0 0.0 0.0 2.6e-152 1.0e+02 
451269 1429467 300 1.1e-46 0.0 0.0 0.0 0.0 0.0 0.0 6.9e-156 1.0e+02 
450429 1429952 300 1.1e-47 0.0 0.0 0.0 0.0 0.0 0.0 1.6e-159 1.0e+02 
449585 1430440 300 1.1e-48 0.0 0.0 0.0 0.0 0.0 0.0 3.4e-163 1.0e+02 
448736 1430930 300 1.1e-49 0.0 0.0 0.0 0.0 0.0 0.0 6.1e-167 1.0e+02 
447883 1431422 300 9.9e-51 0.0 0.0 0.0 0.0 0.0 0.0 9.5e-171 1.0e+02 
447025 1431917 300 8.6e-52 0.0 0.0 0.0 0.0 0.0 0.0 1.3e-174 1.0e+02 
446164 1432415 300 7.2e-53 0.0 0.0 0.0 0.0 0.0 0.0 1.5e-178 1.0e+02 
532267 1382701 300 4.6e+03 7.0 18 29 29 13 3.2 0.38 0.012 
532240 1382713 300 4.6e+03 6.9 18 29 29 13 3.2 0.37 0.011 
532208 1382728 300 4.6e+03 6.9 18 29 29 13 3.2 0.37 0.011 
532172 1382745 300 4.5e+03 6.9 18 29 29 13 3.1 0.36 0.011 
532131 1382764 300 4.4e+03 6.8 18 29 29 13 3.1 0.36 0.011 
532086 1382785 300 4.4e+03 6.7 18 30 29 13 3.1 0.36 0.011 
532036 1382808 300 4.2e+03 6.5 18 30 29 14 3.1 0.36 0.011 
531982 1382834 300 4.1e+03 6.3 17 30 29 14 3.2 0.36 0.011 
531923 1382861 300 3.9e+03 6.1 17 30 30 14 3.2 0.36 0.011 
531860 1382891 300 3.8e+03 5.8 17 30 30 14 3.2 0.36 0.011 
531792 1382922 300 3.6e+03 5.5 16 30 30 14 3.3 0.37 0.011 
531719 1382956 300 3.4e+03 5.1 16 29 31 15 3.4 0.38 0.011 
531642 1382992 300 3.1e+03 4.7 15 29 31 15 3.5 0.39 0.011 
531560 1383030 300 2.9e+03 4.3 15 29 32 16 3.7 0.40 0.012 
531474 1383070 300 2.7e+03 3.9 14 29 33 17 3.8 0.41 0.012 
531384 1383113 300 2.5e+03 3.5 13 28 33 17 4.1 0.43 0.013 
531289 1383157 300 2.2e+03 3.0 12 28 34 18 4.3 0.46 0.013 
531189 1383203 300 2.0e+03 2.6 11 27 35 20 4.6 0.49 0.014 
531085 1383252 300 1.8e+03 2.2 10 26 35 21 5.1 0.53 0.015 
530976 1383303 300 1.6e+03 1.8 8.9 25 36 23 5.6 0.58 0.017 
530863 1383356 300 1.4e+03 1.4 7.8 23 36 24 6.2 0.65 0.018 
530745 1383411 300 1.3e+03 1.1 6.6 21 37 26 6.9 0.72 0.020 
530622 1383468 300 1.1e+03 0.83 5.5 20 37 29 7.8 0.82 0.023 
530496 1383527 300 9.4e+02 0.60 4.5 18 36 31 8.8 0.94 0.026 
530364 1383588 300 8.1e+02 0.42 3.5 15 36 34 10 1.1 0.030 
530228 1383651 300 6.9e+02 0.28 2.7 13 35 36 12 1.3 0.035 
530088 1383717 300 5.8e+02 0.18 2.0 11 33 39 13 1.5 0.041 
529943 1383785 300 4.9e+02 0.11 1.4 8.9 31 41 15 1.8 0.049 
529793 1383854 300 4.1e+02 0.061 0.94 7.0 29 44 17 2.1 0.058 
529639 1383926 300 3.4e+02 0.033 0.61 5.3 26 46 20 2.5 0.070 
529480 1384000 300 2.8e+02 0.016 0.37 3.9 23 47 22 2.9 0.084 
529317 1384076 300 2.4e+02 0.0077 0.22 2.7 20 48 25 3.5 0.10 
529150 1384154 300 2.0e+02 0.0034 0.12 1.8 17 48 28 4.2 0.12 
528977 1384235 300 1.6e+02 0.0014 0.062 1.2 14 48 32 5.0 0.15 
528801 1384317 300 1.3e+02 0.00051 0.031 0.73 11 47 35 5.9 0.18 
528619 1384402 300 1.1e+02 0.00017 0.014 0.43 9.0 45 39 7.0 0.22 
528434 1384488 300 90 5.4e-05 0.0060 0.24 6.9 42 42 8.3 0.27 
528243 1384577 300 74 1.5e-05 0.0024 0.12 5.1 39 45 9.8 0.33 
528048 1384668 300 60 3.9e-06 0.00087 0.062 3.6 36 48 12 0.41 
527849 1384761 300 49 9.1e-07 0.00029 0.029 2.5 32 51 13 0.50 
527645 1384856 300 40 1.9e-07 9.1e-05 0.013 1.7 28 54 16 0.61 
527437 1384953 300 32 3.5e-08 2.6e-05 0.0053 1.1 25 55 18 0.74 
527224 1385052 300 26 5.6e-09 6.7e-06 0.0020 0.69 21 57 21 0.91 
527006 1385154 300 21 8.0e-10 1.6e-06 0.00072 0.41 17 57 24 1.1 
526784 1385257 300 17 1.0e-10 3.3e-07 0.00024 0.23 14 57 27 1.4 
526558 1385363 300 14 1.1e-11 6.3e-08 7.2e-05 0.13 11 56 31 1.6 
526326 1385471 300 11 1.0e-12 1.1e-08 2.0e-05 0.066 8.6 55 35 2.0 
526091 1385581 300 8.9 8.2e-14 1.6e-09 5.2e-06 0.033 6.5 52 39 2.4 
525851 1385693 300 7.1 5.7e-15 2.1e-10 1.2e-06 0.015 4.8 50 43 2.9 
525606 1385807 300 5.7 3.3e-16 2.5e-11 2.6e-07 0.0069 3.4 46 47 3.5 
525357 1385923 300 4.5 1.6e-17 2.6e-12 5.0e-08 0.0029 2.4 43 51 4.2 
525103 1386041 300 3.6 6.6e-19 2.3e-13 8.8e-09 0.0011 1.6 39 55 5.0 
524845 1386162 300 2.9 2.2e-20 1.8e-14 1.4e-09 0.00042 1.1 35 58 5.9 
524582 1386284 300 2.3 6.3e-22 1.2e-15 1.9e-10 0.00015 0.68 31 62 7.0 
524314 1386409 300 1.8 1.4e-23 6.9e-17 2.4e-11 4.7e-05 0.42 26 65 8.3 
524043 1386536 300 1.4 2.7e-25 3.4e-18 2.6e-12 1.4e-05 0.25 23 67 9.8 
523766 1386665 300 1.1 4.0e-27 1.4e-19 2.6e-13 4.0e-06 0.14 19 69 11 
523485 1386796 300 0.88 4.9e-29 4.8e-21 2.2e-14 1.0e-06 0.079 16 71 13 
523200 1386929 300 0.69 4.7e-31 1.4e-22 1.7e-15 2.5e-07 0.042 13 72 15 
522910 1387064 300 0.54 3.6e-33 3.4e-24 1.1e-16 5.5e-08 0.021 10 72 18 
522615 1387201 300 0.42 2.1e-35 6.9e-26 6.2e-18 1.1e-08 0.010 8.2 71 20 
522316 1387341 300 0.33 9.7e-38 1.1e-27 3.0e-19 2.1e-09 0.0048 6.3 70 23 
522012 1387482 300 0.25 3.4e-40 1.5e-29 1.3e-20 3.5e-10 0.0021 4.8 69 27 
521704 1387626 300 0.20 9.2e-43 1.7e-31 4.5e-22 5.3e-11 0.00090 3.5 66 30 
521392 1387772 300 0.15 1.9e-45 1.5e-33 1.4e-23 7.4e-12 0.00036 2.6 63 34 
521074 1387920 300 0.12 2.9e-48 1.0e-35 3.5e-25 9.2e-13 0.00014 1.8 60 38 
520753 1388070 300 0.089 3.3e-51 5.7e-38 7.7e-27 1.0e-13 4.9e-05 1.3 56 43 
520426 1388222 300 0.068 2.7e-54 2.5e-40 1.4e-28 1.0e-14 1.7e-05 0.85 52 48 
520096 1388376 300 0.052 1.7e-57 8.7e-43 2.1e-30 9.3e-16 5.3e-06 0.56 47 52 
519760 1388533 300 0.040 7.4e-61 2.3e-45 2.5e-32 7.3e-17 1.6e-06 0.35 42 58 
519420 1388691 300 0.031 2.3e-64 4.6e-48 2.6e-34 5.1e-18 4.4e-07 0.22 37 63 
519076 1388852 300 0.024 5.2e-68 7.3e-51 2.1e-36 3.1e-19 1.1e-07 0.13 32 68 
518727 1389014 300 0.018 8.1e-72 8.6e-54 1.4e-38 1.7e-20 2.7e-08 0.074 27 73 
518374 1389179 300 0.014 8.8e-76 7.7e-57 7.5e-41 7.8e-22 6.0e-09 0.041 23 77 
518016 1389346 300 0.011 6.5e-80 5.1e-60 3.2e-43 3.2e-23 1.2e-09 0.021 18 81 
517653 1389515 300 0.0086 3.2e-84 2.4e-63 1.1e-45 1.1e-24 2.3e-10 0.011 15 85 
517286 1389686 300 0.0067 1.1e-88 8.7e-67 2.8e-48 3.3e-26 3.9e-11 0.0053 11 89 
516914 1389860 300 0.0053 2.4e-93 2.2e-70 5.9e-51 8.4e-28 6.2e-12 0.0025 8.6 91 
516538 1390035 300 0.0042 3.6e-98 4.2e-74 9.5e-54 1.8e-29 8.9e-13 0.0011 6.4 94 
516158 1390213 300 0.0033 3.5e-103 5.6e-78 1.2e-56 3.4e-31 1.2e-13 0.00046 4.6 95 
515773 1390392 300 0.0027 2.2e-108 5.4e-82 1.2e-59 5.4e-33 1.4e-14 0.00019 3.2 97 
515383 1390574 300 0.0021 8.8e-114 3.6e-86 8.6e-63 7.1e-35 1.5e-15 7.2e-05 2.2 98 
514989 1390758 300 0.0017 2.2e-119 1.7e-90 4.9e-66 8.0e-37 1.5e-16 2.6e-05 1.5 99 
514590 1390944 300 0.0013 3.5e-125 5.4e-95 2.1e-69 7.4e-39 1.3e-17 9.2e-06 0.96 99 
514187 1391132 300 0.0011 3.5e-131 1.2e-99 6.7e-73 5.8e-41 1.1e-18 3.1e-06 0.60 99 
513779 1391322 300 0.00086 2.1e-137 1.9e-104 1.6e-76 3.8e-43 7.7e-20 9.6e-07 0.37 1.0e+02 
513366 1391514 300 0.00069 7.6e-144 1.9e-109 2.8e-80 2.0e-45 5.0e-21 2.9e-07 0.22 1.0e+02 
512949 1391709 300 0.00055 1.7e-150 1.3e-114 3.7e-84 8.9e-48 2.9e-22 8.0e-08 0.13 1.0e+02 
512528 1391905 300 0.00044 2.2e-157 6.1e-120 3.6e-88 3.3e-50 1.5e-23 2.1e-08 0.074 1.0e+02 
512102 1392104 300 0.00035 1.7e-164 1.8e-125 2.5e-92 9.7e-53 7.1e-25 5.4e-09 0.040 1.0e+02 
511671 1392305 300 0.00027 7.4e-172 3.6e-131 1.3e-96 2.3e-55 2.9e-26 1.3e-09 0.022 1.0e+02 
511236 1392507 300 0.00022 1.9e-179 4.7e-137 4.7e-101 4.6e-58 1.1e-27 2.8e-10 0.011 1.0e+02 
510797 1392712 300 0.00017 2.9e-187 4.0e-143 1.2e-105 7.4e-61 3.5e-29 6.0e-11 0.0056 1.0e+02 
